Text,
Mình cũng đã mua tive này  Mọi chuyện chỉ là giao hàng  không cho kiểm  không hổ trợ xác nhận bảo hành  không hổ trợ gắn mình hỏi nhân viên giao hàng luôn nhận được câu trả lời là không biết  e chỉ giao thôi Mọi vẫn dề gắn và kích hoạt bảo hành sẽ hổ trợ sau Nhưng đến giờ là gần tháng rồi vẫn chưa thấy been bán và TIki phản hồi ,
Tiki giao hàng chậm hơn 1 ngày so với thông báo Sáng thứ 3 tức ngày 3/9 mình nhận được tin nhắn thông báo giao hàng và chờ cả ngày nhưng không ai liên hệ để giao cả Tối thứ 3 có bạn nhân viên báo ngày mai sẽ giao nhưng cũng không thông báo giờ nào Trưa thứ 4 mới có người giao cho mình Tiki xem xét lại vấn đề này để tránh việc chờ đợi vô ích của khách hàng nhé! ,
Tivi thì mẫu mã hình ảnh đẹp     nhân viên giao hàng thân thiện     nhưng mình mua tặng cho người nhà dùng tại Mỹ Hạnh nam     Đức Hoà     Long An   Chỉ cách T/p Hồ Chí Minh 1 cái cầu Tỉnh lộ 9 thôi       mà Tiki đã trả lời rằng không có dịch vụ giao hàng     lặp ráp     cài đặt và hướng dẫn sử dụng  Hiện giờ gia đình phải tự mò mẫn để sử dụng tạm     nhưng về phần nối dây để sử dụng Karaoke bằng đầu thu kỹ thuật số     và nhiều ứng dụng khác nữa   gọi công ty LG hổ trợ thì lại đòi phí     mình đang chờ xem phí bao nhiêu    nhưng chưa thấy trả lời   rất buồn ,
Giao hàng nhanh hơn dự kiến nhưng giao xong 3 ngày không có người đến lắp đặt Gọi điện thì tổng đài luôn  bận   không có người nghe  máy   cho nghe nhạc chờ mà lại tính phí gọi điện Chất lượng thì chưa biết thế nào vì giao hàng xong không lắp đặt nên vẫn để nguyên trong hộp ,
Tiki giao hàng  nhanh   TV khi nhận nguyên  vẹn   dùng tốt   Nhưng mà so với cái LG đời 2018 49SJ800T cũ nhà mình đang dùng thì cái 7400 này không bằng   Hơi thất vọng vì TV dày quá mức tưởng tượng! ,
tivi thấy xem lúc đầu rất tốt đóng gói cẩn thận giao hàng nhanh mình sẽ giới thiệu sản phẩm cho nhiều người hy vọng chất lượng đảm bảo lau dài ,
Thời gian giao hàng khá  lâu   ngoài ra có 2 vấn đề là TV chính hãng nhưng miếng dán bảo vệ màn hình không có   như kiểu hàng trưng bày   và khi mở TV lên thì bị hở sáng lốm đốm trắng  nhiều   đề nghị tiki kiểm tra lại chất lượng hàng hóa ,
TV  đẹp   giá  tốt   tuy nhiên giao hàng hơi lâu Khi đặt hàng thì kế hoạch giao trong 2 ngày Đặt hàng ngày 6/1 - đơn hàng báo giao ngày 8/1 nhưng đến 10/1 mới giao đến nơi Đơn vị vận chuyển Ninjavan không hỗ trợ lắp  đặt   mặc dù chỉ cần gắn chân đế vào Người nhận lớn tuổi không tự gắn được phải chờ nhờ người giúp ,
Nhân viên giao hàng lịch  sự   nhưng thời gian giao hành hơi lâu  chậm hơn 3 ngày  Ngoại quan  tốt   hình ảnh  đẹp   âm thanh tốt nhưng mình dùng soundbar nên không quan tâm  lắm   chất lượng sau này thì khó nói trước đc ,
sản phẩm giao mới nguyên đai nguyên  kiện   lắp dễ dàng nhưng cần có 2 người để mang lên  kệ   chất lượng hình ảnh  tốt   xử lý nhanh nhưng nhận dạng giọng nói không có tiếng việt ,
dây nguồn găm vào tivi bị lỗi giống hàng lô  vậy   chạm nhẹ vào dây là mất nguồn Sợ sẽ ảnh hưởng tới tuổi thọ và chất lượng tivi về lâu dài Kính mong nhận được sự phản hồi sớm nhất ,
giao hàng đi các tỉnh nhanh đóng gói bên ngoài không có bọc xốp và túi chống sóc xin luu ý với shop và bộ phận đóng gói ti vi xem nghe ok so với giá đô bền chưa biềt ,
Tivi mình mua bọc cẩn  thận   xem không vấn đề gì nhưng dùng đc hơn 2 tuần rồi mà không thấy kích hoạt bảo hành cho mình! Bên hỗ trợ khách hàng xem lại giúp nhé! Thanks ,
m phát hiện tấm phim garanti không  có   yêu cầu đổi trả thì cả ncc lẫn tiki đều từ  chối   không cung cấp đc cho mình video mở hộp sp mới để xem ,
Sau khi nhận hàng 1 tuần lễ mình kiểm tra bảo hành thì vẫn chưa thấy tiki kích hoạt bảo hành cho  mình   mong tiki sớm kích hoạt bảo hành giúp  nhé   cảm ơn! ,
Tôi có mua Tivi LED Samsung 32 inch HD UA32N4000AKXXV - Hàng chính hãng được vài tháng bây giờ mở không  được   cổng HDMI bị lỗi hay  sao   Tivi vẫn còn thời gian bảo hành vì mua trên Tiki nên việc bảo hành hơi bất  tiện   tôi ở Hòa Thành Tây Ninh nếu có trạm bảo hành nên đến kiểm tra giúp tôi Tôi có gọi tổng đài nhưng tổng đài yêu cầu tôi biết chút ít kỹ thuật để bên đó hỗ  trợ   đâu phải bạn nào mua Tivi cũng cần biết kỹ thuật chứ ,
Sau khoảng 3 tháng sử dụng thì tivi bắt đầu có tình trạng nháy và xanh màn hình Tệ hơn cả là nhiều lúc đang coi phim thì tivi tự đồng  tắt   ngắt nguồn không rõ lý do khi mà gia đình không ai đụng tới bộ điều khiển hay các nút bấm trên tv Tháng đầu sai rất ngon lành nhưng càng về sau càng tệ  dần   chất lượng không ổn định Không biết là bên tiki có hổ trợ kiểm tra hàng không  Chứ cảm thấy thất vọng quá ,
cứ tưởng có chữ  smart   nhưng về nhà không thấy chỗ cấu hình wifi đâu cả @, Lại phải mua thêm cái box androi nữa Hình ảnh khá  tốt   nhưng âm thanh thì không ưng mấy Nên thêm một ít tiền  khoảng 500k  để mua dòng smart thì sẽ tốt hơn 
Đã đặt mua và đang sử  dụng   tốt trong tầm  giá   về bắt an viên vệ tinh coi hd  đẹp   giá lúc mua sale  4590k   với giá này mà samsung là không có gì phải  bàn   ai muốn giá tàm 5tr mà hàng chất lượng thì quá ok ,
Sản phẩm  tốt   nguyên tem  mác   giá rất tốt so với các đơn vị bán hàng khác Đặc biệt là Nhân viên lắp đặt rất tận  tình   chu đáo ,
Tôi mua ti vi nhận hàng 14giờ   ngày   3/4   nhưng đến tối cũng không có người đến lắp ráp là  sao   mà cũng không ai gọi đt hẹn gì hết ,
Ông bà mình xem ở quê rất tốt Phù hợp với nhu cầu xem truyền  hình   không cần xem youtube hoặc kết nối internet ,
giao hàng  nhanh   có người đến cài đặt nhưng không hiểu sao tivi âm lượng nhỏ dù mình đã chỉnh đến số 70/100 ,
Giao hàng  nhanh   đúng chủng  loại   nhưng người giao không cho xem hàng mặc dù trên phiếu giao hàng có ghi được xem hàng ,
Đặt hàng ngày  28/8   ngày giao hàng là 3/9 Cuối cùng giao trễ 4 ngày Hàng thì không cho kiểm trước mà buộc phải thanh toán Thanh toán xong cắm điện thì thấy giao nhầm cái TV bị lỗi Đổi trả mà tới giờ là ngày 13/9 vẫn chưa thấy tông tích Quy trình và thủ tục làm việc thấy không thật sự hài lòng ,
tiki giao hàng chậm đóng gói chưa cẩn thận tuy nhiên chính sách bán hàng tốt giá tốt  cho kiểm tra hàng trước khi nhận hàng miễn phí vận chuyển  tivi hình ảnh không bằng sony ss lg    độ sâu hình ảnh không tốt nếu xem nhiều nhức mắt ,
Chất lượng tốt về hình ảnh     âm thanh     có nhiều ứng dụng và nhận wifi nhanh và mạnh  Đóng hàng kĩ lưỡng và giao hàng trước hạn  Giá cả quá tốt so với smart tivi 4k của các hãng khác dù chất lượng ngang ngửa  ,
 1   tivi không thiết kế để treo  tường   giờ không biết làm sao để treo dc nữa  2   tiki giao hàng chậm 5 ngày so với dự kiến ,
Hình ảnh  đẹp   chất lượng tốt Xem phim 4K không nén trên kodi  mượt   mỗi tội không hỗ trợ Netflix :  ,
Giao hàng cực nhanh Phục vụ cực tốt Tivi cực rẻ Chất lượng cực chất AI cực thông minh ,
tivi rất  đẹp   đóng gói rất cẩn  thận   nên mua   ,
Giao hàng  nhanh   sản phẩm quá tuyệt ,
vì giá sp như vạy là tốt rồi còn tuổi thọ tv dùng mới biết ,
Chất lượng màn hình tốt phải để xem thời gian sau thế nào ,
tivi xem rất  thích mượt  mà Việc giao hàng và lắp đặt là hai lần khác  nhau   bạn phải hẹn cả hai lần thì TV mới sẵn sàng để xem đối tác giao hàng thì hẹn thứ 7 gởi tin nhắn nhưng không tới làm mình sắp xếp ở  nhà   vậy là rất thiếu chuyên nghiệp đối tác lắp đặt thì dễ  thương chiều  khách ,
Tiki thông báo địa điểm giao hàng xe tải không lưu thông trong giờ nên để ncc giao bằng xe máy và chậm hơn so với dự kiến! chất lượng của Sony thì thì khỏi bàn vì màu sắc trung thực và tính ổn định cao ,
Màu sắc  đẹp   thật màu hơn các thương hiệu khác ít hao điện chỉ  107W/h   âm thanh thì tôi chỉ nghe bằng loa ngoài  thôi   miễn đánh giá ,
Bên vận chuyển giao hàng sớm hơn  hẹn   nhiệt tình Tivi  ổn   phải tự lắp ráp và tự tìm cách lắp đặt các ứng dụng trên tivi ,
Tiki Ko có trách nhiệm với khách hàng biết bán hàng tiền rồi thôi Ko cho nhân viên tới lắp đặt để khách hàng tự lắp đặt ,
giao hàng xong dặn là đợi lắp đặt xuống mới được mở gói hàng đợi mãi vẫn không thấy đến ,
sp ok nhưng đối tác giao hàng của Tiki  cụ thể là Ninja  giao hàng k0 đúng hẹn - nói chuyện khó  nghe   xem thường khách hàng ,
tiki giao hàng  nhanh   hỗ trợ bảo hành tốt tivi xem sắc  nét   chất lượng Rất hài lòng về sản phẩm này ,
Thiết kế viền mỏng khiến TV có vẻ ngoài sang trọng và giúp loại bỏ cảm giác phân tâm khi xem Tấm màn IPS của LG hạn chế tốt va chạm  nhẹ   trầy  xước   ấn tay trực tiếp không bị  loe   dễ lau chùi Với công nghệ Nano Cell 2 cho màu sắc hiển thị mượt  mà   cận trung  thực   không bị quá chói màu như các hãng  khác   đặc biệt hiển thị màu đen rất tốt mang lại trải nghiệm thích thú khi xem những bộ phim hay chơi game Đặc biệt HĐH WebOS cùng remote như trỏ chuột sử dụng rất  thích   nhanh và tiện khi tìm kiếm không bị khó chịu và gò bó trong việc bấm từng phím để gõ chữ Sau OLED  đang còn khá đắt  thì Nano Cell của LG rất xứng đáng để cân nhắc khi mua ,
* Điểm tốt: Sản phẩm như thông tin mô  tả   chất lượng âm thành hình ảnh  ổn   Tiki CS hỗ trợ nhanh  chóng   nhiệt tình Đội lắp đặt làm nhanh  chóng   sạch  sẽ   gọn gàng và có hướng dẫn sau khi lắp đặt xong Bên giao hàng cẩn thận * Điểm cần cải tiến: Giao hàng trễ so với hẹn trong đơn hàng ban đầu Lắp đặt và giao hàng không đi  chung   nên phải liên hệ nhiều lần ,
Viền  mỏng   hình ảnh sắc  nét   điều khiển giọng nói chính xác Coi phim cung  đấu   điện ảnh mê luôn ,
Mình đã nhận sp Chất lượng tốt Nhân viên giao nhiệt  tình   nhưng k bít do tết nhìu đơn hay ntn trong phần combo mình có free v/c và lắp đặt thì nhân viên chỉ vân chuyển vào sảnh không có v/c lên lầu và lắp đặt ,
Hiện tại chưa có gì bất ổn Xong liên quan đến kích hoạt bảo hành: Tiki không thèm kích hoạt cho KH hay sao  Đã hơn 2 tuần  rồi   check bảo hành cúng không có thôg tin phản hồi ,
Tivi LG khoái mỗi cái điều khiển của  nó   còn về chất lượng thì dùng được 4 tháng chưa thấy lỗi gì Mua cho bọn trẻ con nhà xem youtube là chính nên cũng không review được gì thêm! ,
Xứng đáng với giá  tiền   nanocell màu đẹp và rất sâu Xem youtube 4k hoặc các nguồn chất lượng mới thấy rõ sự tiến bộ so với đời trước ,
tv rất đẹp âm thanh hay độ net cao và màu sắc trung thực mình thích dịch vụ giao hàng của tiki chuyên nghiệp ! ,
mình có mua con uk7500pta hồi năm ngoái năm nay mua con này thì hình ảnh nét mượt mà hơn khá nhiều hài lòng ,
sản phẩm tốt mỗi tội ông kỹ thuật khống đến lắp phải tự lắp thiếu mấy con ốc ,
mic âm rất vang nếu bạn nào thích hát thì mua giá này quá ok còn mình chỉ dùng để dành thuyết trình tặng kèm theo pin sạc nữa quá đã nói chung canh mức 219k -239k là ổn quá xá luôn ,
Hàng đóng gói  đẹp   giao cũng tương đối nhanh Mới test thì ok lắm rồi đó mà k biết thời gian sự dụng sao ,
Micro hát rất hay cực dễ hát trong tấm giá micro hát cực nhẹ nói trong là rất hài lòng a ,
sản phẩm tốt     giá cả hợp lý     hàng đúng  mẫu   giao nhanh ,
Test mãi không  lên   hoá ra bị bong mối hàn ở bên trong mic ,
Âm lượng  bé   không hút  âm   phải kê rất sát ,
Để micro gần loa hơi bị  hú   ok so với giá ,
Hàng ok âm thanh tốt Sóng trong không bị nhiễu tín hiệu ,
Sản phẩm  đẹp giá  hợp lý sử dụng tốt ,
Sau 2 tuần dùng thử thấy rất hài lòng Làm lạnh  nhanh   không đóng tuyết Khử mùi thì chưa biết vì tủ mới dùng Đặt mua thứ  6   thứ 2 đã nhận hàng rồi Nhân viên giao hàng có xe đẩy vào tận nơi Hàng hơi bị móp 1 xíu chỗ miếng sắt ốp phía sau nhưng không đáng  kể   đằng nào cũng quay vào tường Giá rẻ hơn ở ngoài gần 1tr Cảm ơn Tiki ,
Vận chuyển đến cho mình rồi xong để  đó   bảo mình sẽ có nhân viên kỹ thuật tiki gọi lại sau 48 giờ để đến lắp đặt Nhưng chờ hoài không thấy  đâu   gọi điện lại thì toàn cúp máy không nghe Tại sao lại phải làm  vậy   làm việc không thấy đàng hoàng gì Thấy có người mấy người khác cũng bị như  vậy   tiki kêu sẽ cố gắng hoàn thiện mà sau một năm mình mua vẫn  vậy   Tiki chỉ nói xuông mà không hành động  ,
